title	gene_symbol.value
Sterile_alpha_motif_domain_containing_11	SAMD11
GNG12	GNG12
PCDHB2	PCDHB2
PCDHGB7	PCDHGB7
ATP8B3	ATP8B3
Zinc_finger_protein_414	ZNF414
C19orf25	C19orf25
PCDHB4	PCDHB4
Barx_homeobox_1	BARX1
PCDHB12	PCDHB12
TMEM171	TMEM171
PCDHAC2	PCDHAC2
NXF2	NXF2
SARNP	SARNP
CD109	CD109
GPR135	GPR135
MFSD1	MFSD1
GPR151	GPR151
PCDHA3	PCDHA3
ATPAF1	ATPAF1
ACBD3	ACBD3
PCDHB15	PCDHB15
CLEC7A	CLEC7A
NLRP4	NLRP4
OR2Y1	OR2Y1
APOM	APOM
TPSB2	TPSB2
METTL26	METTL26
Sugar_transporter_SWEET1	SLC50A1
STXBP5	STXBP5
DNAI2	DNAI2
TAAR9	TAAR9
MCM8	MCM8
OR52R1	OR52R1
SPECC1	SPECC1
ANKRD31	ANKRD31
OR4B1	OR4B1
PTF1A	PTF1A
GLCCI1	GLCCI1
TIP39	PTH2
CCDC104	CFAP36
OR51F2	OR51F2
OR52B2	OR52B2
Nephronectin	NPNT
SAAL1	SAAL1
OR51S1	OR51S1
NKX6-2	NKX6-2
G6PC3	G6PC3
SLX4	SLX4
CDCA5	CDCA5
STX1B	STX1B
Transmembrane_protein_151a	TMEM151A
HIST1H2BA	H2BC1
CHST14	CHST14
OR4C3	OR4C3
Hemicentin_2	HMCN2
OR52J3	OR52J3
TMEM106A	TMEM106A
OR52K2	OR52K2
Synaptotagmin-14	SYT14
OR4S1	OR4S1
BCL6B	BCL6B
MOBKL1A	MOB1B
OR5P2	OR5P2
LARP4	LARP4
Carboxypeptidase_x,_m14_family_member_2	CPXM2
TP53RK	TP53RK
PLCD3	PLCD3
Acrosin_binding_protein	ACRBP
MFSD8	MFSD8
Family_with_sequence_similarity_71_member_b	FAM71B
OR51L1	OR51L1
OR4X2	OR4X2
Ahnak_nucleoprotein_2	AHNAK2
MEGF10	MEGF10
OR5P3	OR5P3
HOPX	HOPX
JPH4	JPH4
BTBD14B	NACC1
Zinc_finger_c2hc-type_containing_1b	ZC2HC1B
MED8	MED8
VPS26B	VPS26B
KIAA1841	SANBR
OR52M1	OR52M1
SLC52A3	SLC52A3
LCOR	LCOR
HOGA1	HOGA1
Melanin-concentrating_hormone_receptor_2	MCHR2
PAN3	PAN3
OR52E2	OR52E2
OR51A7	OR51A7
Pdz_domain_containing_9	PDZD9
TMEM196	TMEM196
GLB1L3	GLB1L3
LRG1	LRG1
SGOL1	SGO1
CNTROB	CNTROB
Sp140_nuclear_body_protein_like	SP140L
ARMC6	ARMC6
RAB39B	RAB39B
RBM33	RBM33
MRFAP1	MRFAP1
Developmental_pluripotency_associated_2	DPPA2
Heat_shock_protein_family_a_(hsp70)_member_12b	HSPA12B
ARHGAP18	ARHGAP18
IGSF8	IGSF8
SLC2A13	SLC2A13
C8orf34	C8orf34
UCN3	UCN3
RNF38	RNF38
MAL2_(gene)	MAL2
Acidic_repeat-containing_protein	GCNA
GRIN3B	GRIN3B
MRGPRE	MRGPRE
CENTD2	ARAP1
Synaptonemal_complex_central_element_protein_1	SYCE1
B3GNT7	B3GNT7
Helicase,_POLQ-like	HELQ
CYP2U1	CYP2U1
MAS1L	MAS1L
MAPK1IP1L	MAPK1IP1L
SLC26A8	SLC26A8
HIST3H2A	H2AW
SNAP47	SNAP47
Cytokine_dependent_hematopoietic_cell_linker	CLNK
EFHC1	EFHC1
APOA5	APOA5
CNKSR3	CNKSR3
CGB2_(gene)	CGB2
Ubiquitin_conjugating_enzyme_e2_q2	UBE2Q2
CGB5	CGB5
BPIFB1	BPIFB1
Angiomotin-like_protein_1	AMOTL1
COX20	COX20
RAET1L	RAET1L
TIMM50	TIMM50
AZIN2	AZIN2
FAM129A	NIBAN1
Opalin	OPALIN
TSEN15	TSEN15
Myocardin	MYOCD
DTX2	DTX2
CYYR1	CYYR1
Family_with_sequence_similarity_19_member_A4,_C-C_motif_chemokine_like	TAFA4
AGR3	AGR3
MGME1	MGME1
CCDC80	CCDC80
ESCO2	ESCO2
PPP1R27	PPP1R27
MRGPRF	MRGPRF
F-box_protein_16	FBXO16
LYPD1	LYPD1
Deltex_e3_ubiquitin_ligase_3l	DTX3L
Olfactomedin_2	OLFM2
BTLA	BTLA
FAM122A_(gene)	PABIR1
ADPRHL1	ADPRHL1
Adp-ribosyltransferase_5	ART5
CENTD1	ARAP2
TRIM9	TRIM9
SLC38A5	SLC38A5
SLC2A7	SLC2A7
TMEM44	TMEM44
TOE1	TOE1
Angiomotin	AMOT
Neuralized_e3_ubiquitin_protein_ligase_3	NEURL3
RG9MTD2	TRMT10A
TJAP1	TJAP1
HNRNPLL	HNRNPLL
GRIN3A	GRIN3A
PEX11G	PEX11G
WBSCR22	BUD23
KCTD7	KCTD7
MED12L	MED12L
GPR155	GPR155
PHACTR3	PHACTR3
DNER	DNER
CGB1	CGB1
Family_with_sequence_similarity_84_member_b	LRATD2
CADPS2	CADPS2
PIK3IP1	PIK3IP1
SLC2A12	SLC2A12
CLRN1-AS1	CLRN1-AS1
RBP7	RBP7
KCNG4	KCNG4
SLC22A9	SLC22A9
Zinc_finger_protein_257	ZNF257
MRGPRD	MRGPRD
OLIG1	OLIG1
LACTB	LACTB
ADAMTSL1	ADAMTSL1
IMP4	IMP4
CFAP206	CFAP206
FAM114A1	FAM114A1
CTCFL	CTCFL
Breast_cancer_3	BRCA3
CD200R1	CD200R1
C20orf96	C20orf96
SOX17	SOX17
WFIKKN2	WFIKKN2
HTR3D	HTR3D
MROH8	MROH8
PAPPA2	PAPPA2
Solute_carrier_family_10_member_4	SLC10A4
Transmembrane_protein_182	TMEM182
GPR119	GPR119
Mucin_20	MUC20
GUF1	GUF1
Zfp28_zinc_finger_protein	ZFP28
Brevican	BCAN
MRPL17	MRPL17
S100A16	S100A16
Mucin_17	MUC17
RNF25	RNF25
SUN_domain-containing_protein_5	SUN5
ARHGAP9	ARHGAP9
FAM3D	FAM3D
CANT1	CANT1
GAS5	GAS5
CD300LB_(gene)	CD300LB
C3orf67	CFAP20DC
STT3B	STT3B
LYPD6B	LYPD6B
XPO4	XPO4
RNF32	RNF32
NRSN1	NRSN1
ALX4	ALX4
Cugbp_elav-like_family_member_6	CELF6
CHODL	CHODL
Autophagy-related_protein_101	ATG101
RINT1	RINT1
OSTalpha	SLC51A
DNAJC19	DNAJC19
OSR1	OSR1
Tet_methylcytosine_dioxygenase_3	TET3
CYP4Z1	CYP4Z1
FKBP10	FKBP10
SMAP1	SMAP1
RIC8A	RIC8A
PKNOX2	PKNOX2
ANKRD23	ANKRD23
ARL13B	ARL13B
SPRED2	SPRED2
Solute_carrier_family_39_member_11	SLC39A11
HIF3A	HIF3A
TCP10L	TCP10L
C14orf93	C14orf93
FAM43A	FAM43A
TRIM69	TRIM69
GABRR3	GABRR3
APOBEC3F	APOBEC3F
ELAC2	ELAC2
PLD5	PLD5
PISRT1	PISRT1
Putative_sodium-coupled_neutral_amino_acid_transporter_10	SLC38A10
AZI2	AZI2
CELA2A	CELA2A
SOGA1	SOGA1
Vesicular_inhibitory_amino_acid_transporter	SLC32A1
KCNK15	KCNK15
PIKFYVE	PIKFYVE
KCNH8	KCNH8
Folliculin	FLCN
Ubiquitin_conjugating_enzyme_E2_F_(putative)	UBE2F
Transmembrane_protein_201	TMEM201
LMBR1	LMBR1
DYNLL2	DYNLL2
HEXIM2	HEXIM2
RFWD2	COP1
FBRS	FBRS
LIPH	LIPH
3-hydroxyacyl-CoA_dehydratase_2	HACD2
Dock11	DOCK11
DCBLD2	DCBLD2
RPL22L1	RPL22L1
ASB6	ASB6
DEFB104A	DEFB104A
NAA35	NAA35
GATA5	GATA5
NUDT17	NUDT17
USH1G	USH1G
Nyctalopin	NYX
KRBA2	KRBA2
CPNE4	CPNE4
NFKBIZ	NFKBIZ
Leucine_rich_repeat_containing_15	LRRC15
Tripartite_motif_containing_65	TRIM65
ARHGAP27	ARHGAP27
Alpha-taxilin	TXLNA
MYL6B	MYL6B
Trafficking_protein_particle_complex_11	TRAPPC11
CRTC2	CRTC2
APOBEC3D	APOBEC3D
APOBEC3A	APOBEC3A
TMEM26	TMEM26
OR6Q1	OR6Q1
OR5AR1	OR5AR1
RASGEF1A	RASGEF1A
OSBPL9	OSBPL9
ZFP91-CNTF	ZFP91-CNTF
OR5M11	OR5M11
OSBPL5	OSBPL5
OSBPL8	OSBPL8
LMTK3	LMTK3
LINGO2	LINGO2
NLRP8	NLRP8
NLRP5	NLRP5
TUBGCP5	TUBGCP5
OR10G8	OR10G8
SLITRK1	SLITRK1
Monocarboxylate_transporter_9	SLC16A9
KCNU1	KCNU1
NDUFA11	NDUFA11
OR8B12	OR8B12
Glucose-6-phosphate_exchanger_SLC37A2	SLC37A2
COP1	CARD16
OR10Q1	OR10Q1
CYP4F22	CYP4F22
CatSper4	CATSPER4
MARVELD2	MARVELD2
ARL6IP6	ARL6IP6
KCTD8	KCTD8
NLRP13	NLRP13
RHPN1	RHPN1
STOX1	STOX1
Zinc_transporter_ZIP12	SLC39A12
FAM13C	FAM13C
MMAB	MMAB
OR1S1	OR1S1
OSBPL1A	OSBPL1A
ESCO1	ESCO1
C1QTNF4_(gene)	C1QTNF4
TMEM123	TMEM123
OR10S1	OR10S1
Anion_exchange_transporter	SLC26A7
MED19	MED19
SGOL2	SGO2
Serine/threonine_kinase_11_interacting_protein	STK11IP
MOBKL2A	MOB3A
TMEM200A	TMEM200A
SMYD4	SMYD4
SEPT10	SEPTIN10
IRX2	IRX2
OR6B3	OR6B3
HNRPA3	HNRNPA3
GALNT13	GALNT13
OR10G9	OR10G9
GNRHR2	GNRHR2
TYSND1	TYSND1
OSCAR_(gene)	OSCAR
JMJD1C	JMJD1C
TMIGD2	TMIGD2
OR6T1	OR6T1
GJD4	GJD4
OR4D5	OR4D5
BTBD9	BTBD9
Peptidoglycan_recognition_protein_2	PGLYRP2
Enkurin	ENKUR
OR8G5	OR8G5
ALDH16A1	ALDH16A1
RTKN2	RTKN2
SERPINA9	SERPINA9
OR10H4	OR10H4
C8orf48	C8orf48
Leucine_rich_repeat_containing_25	LRRC25
HIST2H3A	H3C15
CCNY_(gene)	CCNY
GIPC3	GIPC3
G_protein-coupled_bile_acid_receptor	GPBAR1
MALAT1	MALAT1
Ring_finger_protein_157	RNF157
CSMD2	CSMD2
C10orf35	FAM241B
HSPB6	HSPB6
FMNL2	FMNL2
OR9I1	OR9I1
PWWP2A	PWWP2A
ZNF452	ZBED9
Zinc_finger_protein_438	ZNF438
TPCN2	TPCN2
OR5B17	OR5B17
CEP120	CEP120
NHLRC1	NHLRC1
OMA1	OMA1
OR1I1	OR1I1
SLAMF6	SLAMF6
HYLS1	HYLS1
OR1S2	OR1S2
MB21D1	CGAS
COMMD1	COMMD1
OR9Q1	OR9Q1
RAB37	RAB37
OR5M8	OR5M8
FHAD1	FHAD1
FTSJ3	FTSJ3
BPIFB4	BPIFB4
TMC1	TMC1
Chromosome_9_open_reading_frame_43	C9orf43
MRGPRX3	MRGPRX3
OR1M1	OR1M1
CREBRF	CREBRF
C10orf67	C10orf67
Mitochondrial_dynamics_protein_MID49	MIEF2
ZNF746	ZNF746
CENTG3	AGAP3
PCDHA6	PCDHA6
COX6B2	COX6B2
Protocadherin_alpha_1	PCDHA1
HORMAD2	HORMAD2
SCGB3A2	SCGB3A2
WDR72	WDR72
CCDC50	CCDC50
Monocarboxylate_transporter_10	SLC16A10
CatSper1	CATSPER1
MRPL10	MRPL10
MRGPRX1	MRGPRX1
Tetratricopeptide_repeat_protein_39C	TTC39C
SH2D1B	SH2D1B
SEZ6	SEZ6
GALNTL2	GALNT15
SHLD1	SHLD1
SPNS2	SPNS2
GNAS-AS1	GNAS-AS1
MRGPRX2	MRGPRX2
CATSPERE	CATSPERE
PCDHA2	PCDHA2
ENTH_domain-containing_protein_1	ENTHD1
C2orf72	C2orf72
DUSP18	DUSP18
SSX2IP	SSX2IP
PCDHA4	PCDHA4
TEX55	TEX55
RAVER1	RAVER1
TAS2R39	TAS2R39
NEGR1	NEGR1
OR7D4	OR7D4
CBWD2	CBWD2
UMODL1-AS1	UMODL1-AS1
PPM1K	PPM1K
DACH2	DACH2
Solute_carrier_family_38_member_9	SLC38A9
WFIKKN1	WFIKKN1
B4GALNT2	B4GALNT2
Apoptosis-inducing_factor,_mitochondria-associated_3	AIFM3
DEFB118	DEFB118
ABCC13	ABCC13
NFAM1	NFAM1
WFDC5	WFDC5
DAB2IP	DAB2IP
MRGPRX4	MRGPRX4
ANKS4B	ANKS4B
MIA2	MIA2
CENTG2	AGAP1
T-cell_activation_RhoGTPase_activating_protein	TAGAP
ACER1	ACER1
PCDHA5	PCDHA5
CENTG1	AGAP2
C19orf70	MICOS13
Contactin_4	CNTN4
RAB3IP	RAB3IP
Ino80_complex_subunit_c	INO80C
SNF1LK	SIK1
OR7G1	OR7G1
GPX6	GPX6
TMC2	TMC2
Neuropeptide_B	NPB
7SK_RNA	RN7SK
Proton-coupled_amino_acid_transporter_2	SLC36A2
ERMAP	ERMAP
SPACA3	SPACA3
Gamma-glutamyltransferase_6	GGT6
CatSper2	CATSPER2
THAP6	THAP6
Cytoskeleton_associated_protein_2_like	CKAP2L
SGMS1	SGMS1
MEI1	MEI1
MAP3K7IP3	TAB3
LOXHD1	LOXHD1
GJD3	GJD3
CEACAM20	CEACAM20
Testis_expressed_15	TEX15
SHPRH	SHPRH
Hla_complex_group_22	HCG22
Zinc_finger_protein_791	ZNF791
LSMEM1	LSMEM1
CHCHD10	CHCHD10
OR10C1	OR10C1
FAM83H	FAM83H
Guanylate_binding_protein_family_member_6	GBP6
CLYBL_(gene)	CLYBL
SAPCD1	SAPCD1
FAM123B	AMER1
NDUFAF8	NDUFAF8
KCNG3	KCNG3
C1QTNF3	C1QTNF3
GPR112	ADGRG4
GPRASP2	GPRASP2
ZNF383	ZNF383
Zinc_finger_protein_880	ZNF880
SULT1C3	SULT1C3
ATG4A	ATG4A
OR13G1	OR13G1
GPR114	ADGRG5
CYP4V2	CYP4V2
OR5U1	OR14J1
FBXO32	FBXO32
ASXL1	ASXL1
Zfp41_zinc_finger_protein	ZFP41
MDGA2	MDGA2
SPRED1	SPRED1
ZNF707	ZNF707
C1QTNF5	C1QTNF5
DYX1C1	DNAAF4
SLFN5	SLFN5
C9orf152	C9orf152
TEX19	TEX19
SUMF1	SUMF1
Coiled-coil_domain_containing_124	CCDC124
OR2J1	OR2J1
Fat_storage-inducing_transmembrane_protein_1	FITM1
OR9K2	OR9K2
KRT79	KRT79
Armadillo_repeat_containing_12	ARMC12
OR4Q3	OR4Q3
KIF6	KIF6
C1QTNF1	C1QTNF1
PIGW	PIGW
Olfactory_receptor_family_2_subfamily_ag_member_2	OR2AG2
GPR152	GPR152
Family_with_sequence_similarity_87_member_B	FAM87B
OR8D4	OR8D4
ZNF497	ZNF497
GPR115	ADGRF4
Zinc_finger_protein_836	ZNF836
FAM170B_(gene)	FAM170B
Leucine-rich_repeats_and_death_domain_containing_1	LRRD1
Spectrin_repeat_containing_nuclear_envelope_family_member_3	SYNE3
OR2J3	OR2J3
PASD1	PASD1
FRY_like_transcription_coactivator	FRYL
OR5B3	OR5B3
HTR3E	HTR3E
RNF5P1	RNF5P1
FAM71D	FAM71D
FGD2	FGD2
Chromosome_17_open_reading_frame_67	C17orf67
SSBP4	SSBP4
STRC	STRC
C16orf82	C16orf82
Zinc_finger_protein_320	ZNF320
NLRP6	NLRP6
KRT28	KRT28
ANKRD24	ANKRD24
SPDYE1	SPDYE1
GPHA2	GPHA2
OR51T1	OR51T1
NEK8	NEK8
SEPTIN4	C17orf47
C3orf70	C3orf70
SMIM20	SMIM20
FAM134C	RETREG3
Atp2b1_antisense_rna_1	ATP2B1-AS1
ZNF676	ZNF676
OR10V1	OR10V1
Zinc_finger_containing_ubiquitin_peptidase_1	ZUP1
VSX2	VSX2
OR4M1	OR4M1
OPN5	OPN5
GPR116	ADGRF5
KIAA1949	PPP1R18
TMEM215	TMEM215
ZFPM1	ZFPM1
ABHD3	ABHD3
Serine_protease_57	PRSS57
COX18,_cytochrome_c_oxidase_assembly_factor	COX18
Spermatogenesis_associated_13	SPATA13
Zinc_finger_protein_621	ZNF621
HTR3C	HTR3C
DHX36	DHX36
ERICH2	ERICH2
Zinc_finger_protein_296	ZNF296
Repulsive_guidance_molecule_B	RGMB
Sodium/hydrogen_exchanger_10	SLC9C1
KCTD12	KCTD12
TCAIM	TCAIM
Grb2_associated_binding_protein_3	GAB3
Alkb_homolog_3,_alpha-ketoglutaratedependent_dioxygenase	ALKBH3
ZNF384	ZNF384
RSPH9	RSPH9
C6orf89	C6orf89
FUNDC1	FUNDC1
EPHA6	EPHA6
PTPMT1	PTPMT1
OR52L1	OR52L1
OR7D2	OR7D2
HAUS1	HAUS1
OSBPL11	OSBPL11
Zinc_finger_protein_772	ZNF772
FENDRR	FENDRR
MED11	MED11
SYNPO2	SYNPO2
OR2B3	OR2B3
Zinc_finger_protein_846	ZNF846
ATG9B	ATG9B
TMEM229B	TMEM229B
OR10J3	OR10J3
PTRF	CAVIN1
SPATS1	SPATS1
Gasdermin_A	GSDMA
ST8SIA6	ST8SIA6
Peptidase_inhibitor_16	PI16
PTCHD4	PTCHD4
SLC13A5	SLC13A5
WEE2-AS1	WEE2-AS1
RAB44	RAB44
LINC00511	LINC00511
Ccdc60	CCDC60
Interleukin_28_receptor,_alpha_subunit	IFNLR1
Cysteine_rich_protein_3	CRIP3
Poly(a)_binding_protein_interacting_protein_2b	PAIP2B
Zinc_finger_protein_780b	ZNF780B
KCNK18	KCNK18
BEN_domain_containing_4	BEND4
PCBP1-AS1	PCBP1-AS1
Endonuclease_V	ENDOV
OR5F1	OR5F1
Zinc_finger_protein_433	ZNF433
OR51D1	OR51D1
Vestigial-like_family_member_3	VGLL3
LINC00926	LINC00926
Cd200_receptor_1_like	CD200R1L
C2orf81	C2orf81
COA6	COA6
TMEM247	TMEM247
PAQR9	PAQR9
TMEM81	TMEM81
BARHL2	BARHL2
OR5W2	OR5W2
OR6F1	OR6F1
OR4D9	OR4D9
OR52E6	OR52E6
PRR23C	PRR23C
OR52A5	OR52A5
OR5T3	OR5T3
SIX6OS1	C14orf39
CAPN8	CAPN8
OR10A6	OR10A6
GPR149	GPR149
INO80_complex_subunit_E	INO80E
OR5T1	OR5T1
FOXI3	FOXI3
OR52E8	OR52E8
OR52K1	OR52K1
TCTEX1D4	DYNLT4
OR10R2	OR10R2
PLSCR5	PLSCR5
OR5B12	OR5B12
OR52I1	OR52I1
OR51B6	OR51B6
OR52E5	OR52E5
ZNF843	ZNF843
OR52N2	OR52N2
OR5AK2	OR5AK2
OR51I1	OR51I1
C14orf80	TEDC1
Major_facilitator_superfamily_domain_containing_2b	MFSD2B
OR8H3	OR8H3
CCDC57	CCDC57
TSEN54_(gene)	TSEN54
Coiled-coil_domain_containing_18	CCDC18
GPR148	GPR148
OR52D1	OR52D1
HID1	HID1
Prame_family_member_10	PRAMEF10
OR51I2	OR51I2
OR2W3	OR2W3
TMPRSS7_(gene)	TMPRSS7
Solute_carrier_family_9_member_a4	SLC9A4
EXOC3L	EXOC3L1
HSD17B13	HSD17B13
HIST2H2AB	H2AC21
OR51Q1	OR51Q1
OR4N4	OR4N4
KCNT2	KCNT2
OR5D13	OR5D13
FIGLA	FIGLA
NPW	NPW
LRIT3	LRIT3
OR52E4	OR52E4
OR6B2	OR6B2
OR52N4	OR52N4
OR5M9	OR5M9
OR5AY1	OR14K1
OR4X1	OR4X1
OR5B2	OR5B2
OR5AN1	OR5AN1
OR8K1	OR8K1
OR52N5	OR52N5
OR51M1	OR51M1
TGM6	TGM6
IRGM	IRGM
OR4D10	OR4D10
OR52H1	OR52H1
OR5M1	OR5M1
OR56A3	OR56A3
OR5M10	OR5M10
OR5D16	OR5D16
Phospholipase_A2_group_IVD	PLA2G4D
OR8H2	OR8H2
R-spondin_4	RSPO4
OR9G1	OR9G1
TXLNB	TXLNB
ABRA_(gene)	ABRA
GATC_(gene)	GATC
Sodium-dependent_phosphate_transport_protein_2C	SLC34A3
OR2V2	OR2V2
SPATA5	SPATA5
OR5D18	OR5D18
BBS12	BBS12
Zinc_finger_protein_280b	ZNF280B
Intelectin-2	ITLN2
Zinc_finger_swim-type_containing_3	ZSWIM3
PABPC5	PABPC5
OR1N2	OR1N2
TMPRSS6	TMPRSS6
C11orf87	C11orf87
DUSP19	DUSP19
MYO18A	MYO18A
OR1N1	OR1N1
RASEF	RASEF
OR8K5	OR8K5
OR13C3	OR13C3
C7orf31	C7orf31
Chromosome_9_open_reading_frame_116	C9orf116
HNF1A-AS1	HNF1A-AS1
SHOC1	SHOC1
Pecanex_homolog_3	PCNX3
ASZ1	ASZ1
OR1Q1	OR1Q1
OR8J1	OR8J1
TENT5D	TENT5D
OR13C5	OR13C5
ZNF366	ZNF366
OR5R1	OR8U3
SPRED3	SPRED3
LCA5	LCA5
C9orf85	C9orf85
NDUFAF6	NDUFAF6
RALYL	RALYL
OR13C8	OR13C8
Zinc_finger_protein_679	ZNF679
RNF183	RNF183
MEX3D	MEX3D
GLD-2	TENT2
MIB2_(gene)	MIB2
PKD1L1	PKD1L1
Alcohol_dehydrogenase,_iron_containing_1	ADHFE1
CCDC116	CCDC116
R3HDML	R3HDML
OR5T2	OR5T2
FREM1	FREM1
PRUNE2	PRUNE2
LINC00346	PRECSIT
HGSNAT	HGSNAT
Tetratricopeptide_repeat_protein_39B	TTC39B
KIAA0825	KIAA0825
GPAT4	GPAT4
VTI1A	VTI1A
OR13C4	OR13C4
Indoleamine_2,3-dioxygenase_2	IDO2
Dishevelled_binding_antagonist_of_beta_catenin_2	DACT2
C12orf40	C12orf40
Signal-regulatory_protein_alpha	SIRPA
GPR150	GPR150
CST11	CST11
BMP_binding_endothelial_regulator	BMPER
C-type_lectin_domain_family_4_member_F	CLEC4F
DCP2	DCP2
OR5AS1	OR5AS1
DEFB127	DEFB127
Chromosome_9_open_reading_frame_135	CFAP95
OR5L1	OR5L1
SLC46A3	SLC46A3
OR5M3	OR5M3
SFRS12	SREK1
RAB40A	RAB40A
SGCZ	SGCZ
GPR113	ADGRF3
OR8K3	OR8K3
Class_A_basic_helix-loop-helix_protein_15	BHLHA15
DEFB129	DEFB129
VPS37A	VPS37A
FERM_and_PDZ_domain_containing_2	FRMPD2
GPR156	GPR156
OR8H1	OR8H1
FAM120AOS	FAM120AOS
DDX53	DDX53
KCNRG	KCNRG
OR5D14	OR5D14
KCNV2	KCNV2
MMAA	MMAA
APOBEC3H	APOBEC3H
CHAMP1	CHAMP1
KSR2	KSR2
Oxoeicosanoid_receptor_1	OXER1
OR1L8	OR1L8
CCDC138	CCDC138
C14orf180	C14orf180
Tetratricopeptide_repeat_domain_16_isoform_1	TTC16
Prickle_planar_cell_polarity_protein_2	PRICKLE2
GPR125	ADGRA3
SSX6	SSX6P
Coiled-coil_domain_containing_88b	CCDC88B
C6orf136	C6orf136
JAZF1	JAZF1
OR4C12	OR4C12
DPY19L2	DPY19L2
NWD1	NWD1
OR8B4	OR8B4
GPIHBP1	GPIHBP1
RTL1	RTL1
H19_(gene)	H19
KDM1B	KDM1B
Protein-L-isoaspartate_(D-aspartate)_O-methyltransferase_domain_containing_1	PCMTD1
GPR146	GPR146
Zinc_finger_protein_780a	ZNF780A
KLK9	KLK9
S100A15	S100A7A
UHRF2	UHRF2
OR2L13	OR2L13
OR4D11	OR4D11
KRTDAP	KRTDAP
FAM200A	FAM200A
GBP5	GBP5
C15orf52	CCDC9B
CLEC9A	CLEC9A
R-spondin_1	RSPO1
HIST1H2AA	H2AC1
OR2Z1	OR2Z1
HECTD4	HECTD4
C1orf185	C1orf185
C1orf167	C1orf167
GPR133	ADGRD1
TMIGD1	TMIGD1
C17orf98	C17orf98
FCRL1	FCRL1
OR5A1	OR5A1
Dynactin_associated_protein	DYNAP
OR4D6	OR4D6
FOXK1	FOXK1
SLC22A24	SLC22A24
NEAT1	NEAT1
Tetrapeptide_repeat_homeobox_1	TPRX1
TMEM150B_(gene)	TMEM150B
TMED4	TMED4
BRAT1	BRAT1
WDR62	WDR62
OR8D2	OR8D2
FCHO2	FCHO2
Transmembrane_protein_179	TMEM179
Hydroxycarboxylic_acid_receptor_2	HCAR2
Inhibitor_of_cdk,_cyclin_a1_interacting_protein_1	INCA1
RAB7B	RAB7B
TAS2R60	TAS2R60
NBPF15	NBPF15
Slp_adaptor_and_csk_interacting_membrane_protein	SCIMP
CFAP53	CFAP53
Sodium/hydrogen_exchanger_11	SLC9C2
Coiled-coil_domain_containing_42B	CFAP73
PHACTR1	PHACTR1
C16orf86	C16orf86
Docking_protein_6	DOK6
Ly6/plaur_domain_containing_5	LYPD5
CEACAM16	CEACAM16
JAKMIP3	JAKMIP3
Sialic_acid_binding_ig-like_lectin_15	SIGLEC15
OR56B1	OR56B1
GPR120	FFAR4
OCC-1	C12orf75
EPHA10	EPHA10
LRTOMT	LRTOMT
OR8D1	OR8D1
CYP4A22	CYP4A22
Protein_FAM46B	TENT5B
Zfp82_zinc_finger_protein	ZFP82
PRSS55	PRSS55
OR5AT1	OR14A16
OR10A4	OR10A4
OR5A2	OR5A2
Glutamate_rich_5	ERICH5
GEFT	ARHGEF25
TUBB	TUBB
NLRP14	NLRP14
NLRP9	NLRP9
SLC22A10	SLC22A10
SDK1	SDK1
60S_ribosomal_protein_L10-like	RPL10L
LINC00900_(gene)	LINC00900
OTUD1	OTUD1
HKR1	ZNF875
DDIT4L	DDIT4L
BCL9L	BCL9L
Glycine-n-acyltransferase_like_2	GLYATL2
NEURL2	NEURL2
KMT5A	KMT5A
OR9G4	OR9G4
Glypican_2	GPC2
NLRP10	NLRP10
FCRL3	FCRL3
HEPACAM	HEPACAM
MALSU1	MALSU1
ANKRD33	ANKRD33
GFRAL	GFRAL
OR6C4	OR6C4
Lysocardiolipin_acyltransferase_1	LCLAT1
Consortin	CNST
BRINP3	BRINP3
CCDC190	CCDC190
RICTOR	RICTOR
TTC3P1	TTC3P1
HEPACAM2	HEPACAM2
P2RY8	P2RY8
PROB1	PROB1
OR6S1	OR6S1
CDC26	CDC26
GPRC6A	GPRC6A
Plasma_membrane_monoamine_transporter	SLC29A4
FEZF1	FEZF1
VN1R5	VN1R5
Relaxin/insulin-like_family_peptide_receptor_4	RXFP4
MAPK15	MAPK15
GPR111	ADGRF2
NEIL2	NEIL2
FREM2	FREM2
OR52B6	OR52B6
TMEM9	TMEM9
MAFA_(gene)	MAFA
MIR9-3HG	MIR9-3HG
C5orf46	C5orf46
LRRC26	LRRC26
C11orf86	C11orf86
GPATCH11	GPATCH11
UNC5CL	UNC5CL
VN1R3	VN1R3
NOTCH2NL	NOTCH2NLA
CNOT6L	CNOT6L
YTHDF3	YTHDF3
SLC35F1	SLC35F1
LAMTOR4	LAMTOR4
GARNL1	RALGAPA1
Otogelin	OTOG
H2BFM	H2BW2
YIPF6	YIPF6
Firre	FIRRE
RFX6	RFX6
TMSB15B	TMSB15B
KCTD13	KCTD13
PAQR7	PAQR7
MAP3K15	MAP3K15
EIF4E1B	EIF4E1B
TMC3	TMC3
EBLN1	EBLN1
ATP6V1C2	ATP6V1C2
Xk_related_9	XKR9
C6orf222	BNIP5
SLC41A1	SLC41A1
Zfp69_zinc_finger_protein	ZFP69
CYP26C1	CYP26C1
MMS22L	MMS22L
SPDYA	SPDYA
SASS6	SASS6
Cadherin_related_family_member_3	CDHR3
C11orf53	C11orf53
OR13D1	OR13D1
PAGE2B	PAGE2B
WASHC2C	WASHC2C
DEFB119	DEFB119
TRNP1	TRNP1
Trab_domain_containing_2b	TRABD2B
