tpage_name	gene_symbol
C1orf105	C1orf105
PXYLP1	PXYLP1
ATXN3L	ATXN3L
CENPBD1	CENPBD1
PEX11G	PEX11G
PKHD1L1	PKHD1L1
CLEC6A	CLEC6A
SYTL5	SYTL5
ERI2	ERI2
GLB1L3	GLB1L3
RPLP0P2	RPLP0P2
ADAT3	ADAT3
SFT2D1	SFT2D1
TEX261	TEX261
SMIM12	SMIM12
CMTM1	CMTM1
B3GALT5-AS1	B3GALT5-AS1
EPB41L4A-AS1	EPB41L4A-AS1
WDR31	WDR31
ALPK2	ALPK2
TM4SF18	TM4SF18
MRGPRE	MRGPRE
SLC18B1	SLC18B1
WDR17	WDR17
MRGPRX3	MRGPRX3
HRASLS5	HRASLS5
RPL23AP7	RPL23AP7
MORN4	MORN4
PIH1D2	PIH1D2
DNAJC24	DNAJC24
CCDC38	CCDC38
TMEM52B	TMEM52B
C12orf45	C12orf45
ZNF641	ZNF641
GTSF1	GTSF1
ASCL4	ASCL4
SPIC_(gene)	SPIC
NOXRED1	NOXRED1
DEGS2	DEGS2
C16orf46	C16orf46
C16orf78	C16orf78
SPATA2L	SPATA2L
ANKS3	ANKS3
UBALD1	UBALD1
ZNF720	ZNF720
SPATA32	SPATA32
EFCAB13	EFCAB13
KRT40	KRT40
FAM210A	FAM210A
ZNF816	ZNF816
COX6B2	COX6B2
ZNF813	ZNF813
ZNF491	ZNF491
CCDC159	CCDC159
TMIGD2	TMIGD2
EID2B	EID2B
ZNF428	ZNF428
LRRC25	LRRC25
ZNF792	ZNF792
KLHDC9	KLHDC9
LRRIQ3	LRRIQ3
TPRG1L	TPRG1L
MYOM3	MYOM3
DMBX1	DMBX1
OR10J5	OR10J5
C1orf122	C1orf122
WFDC12	WFDC12
C20orf85	C20orf85
MIR1-1HG	MIR1-1HG
FAM83C	FAM83C
ZNF280A	ZNF280A
LYG1	LYG1
CLHC1	CLHC1
SGPP2	SGPP2
TTC32	TTC32
CPO_(gene)	CPO
PQLC3	PQLC3
OTOL1	OTOL1
FAM131A	FAM131A
TMEM207	TMEM207
METTL6	METTL6
ENPP6	ENPP6
MROH2B	MROH2B
TMEM174	TMEM174
PRSS58	PRSS58
SSC4D	SSC4D
C9orf85	C9orf85
BEND2	BEND2
MAGEE2	MAGEE2
ASB11	ASB11
ZNF358	ZNF358
ACTRT2	ACTRT2
C20orf96	C20orf96
ABHD16B	ABHD16B
C20orf173	C20orf173
FAM65C	FAM65C
RBBP8NL	RBBP8NL
FRMPD2	FRMPD2
FGFBP3	FGFBP3
C10orf82	C10orf82
LDLRAD3	LDLRAD3
XRRA1	XRRA1
KBTBD3	KBTBD3
KDELC2	KDELC2
AMDHD1	AMDHD1
C15orf32	C15orf32
ZSCAN29	ZSCAN29
SLC38A8	SLC38A8
TEKT5	TEKT5
GSG1L	GSG1L
ZNF597	ZNF597
ODF4	ODF4
RUNDC1	RUNDC1
LRRC37BP1	LRRC37BP1
ANKRD29	ANKRD29
ERVV-1	ERVV-1
HIPK4	HIPK4
TMC4	TMC4
ZNF563	ZNF563
DACT3	DACT3
ZNF582	ZNF582
ZNF583	ZNF583
ZNRF4	ZNRF4
ZNF599	ZNF599
CDC42EP5	CDC42EP5
SAMD11	SAMD11
TMEM56	TMEM56
FAM163A	FAM163A
MOB3C	MOB3C
LELP1	LELP1
DCST1	DCST1
FAM78B	FAM78B
SHISA4	SHISA4
CCDC24	CCDC24
FAM71A	FAM71A
C22orf15	C22orf15
MEI1	MEI1
C2orf15	C2orf15
MYEOV2	MYEOV2
GPAT2	GPAT2
KANSL1L	KANSL1L
CCDC13	CCDC13
FAM53A	FAM53A
SLC25A48	SLC25A48
TMEM161B	TMEM161B
PRELID2	PRELID2
PNLDC1	PNLDC1
C7orf60	C7orf60
LOC155060	LOC155060
AMZ1	AMZ1
WBSCR27	WBSCR27
NSUN5P1	NSUN5P1
C8orf48	C8orf48
SBSPON	SBSPON
NXNL2	NXNL2
LCN6	LCN6
HSD17B7P2	HSD17B7P2
SHOC1	C9orf84
ZNF782	ZNF782
FAM47A	FAM47A
MAGEB6	MAGEB6
TCEAL6	TCEAL6
FAM122C	FAM122C
PPTC7	PPTC7
CCDC63	CCDC63
ADAD2	ADAD2
ZNF550	ZNF550
ZNF709	ZNF709
ZNF567	ZNF567
ZNF100	ZNF100
HFM1	HFM1
UBL4B	UBL4B
CABP7	CABP7
WBP2NL	WBP2NL
GPR156	GPR156
FREM3	FREM3
ZBTB49	ZBTB49
TIGD2	TIGD2
UGT3A2	UGT3A2
ZNF679	ZNF679
ZNF467	ZNF467
Collagen,_type_XXII,_alpha_1	COL22A1
ZNF596	ZNF596
STKLD1	STKLD1
FAM46D	FAM46D
OIT3	OIT3
PWWP2B	PWWP2B
ANKRD24	ANKRD24
ADAMTS19	ADAMTS19
B3GNT6	B3GNT6
CYS1	CYS1
AAED1	AAED1
ZNF367	ZNF367
METTL7B	METTL7B
FAM71C	FAM71C
LCTL	LCTL
WDR90	WDR90
European_Movement_for_Efficient_Energy	EME2
ZNF48	ZNF48
DZIP1L	DZIP1L
DAND5	DAND5
SLFNL1	SLFNL1
FAM209A	FAM209A
CFAP221	CFAP221
TMEM17	TMEM17
TVP23C	TVP23C
SLC16A13	SLC16A13
Zinc_finger_and_scan_domain_containing_4	ZSCAN4
DENND6A	DENND6A
TMEM184A	TMEM184A
CCDC171	CCDC171
SUSD3	SUSD3
RPSAP52	RPSAP52
C2orf69	C2orf69
ATAD3C	ATAD3C
YPEL4	YPEL4
GJD4	GJD4
TBCEL	TBCEL
GLYATL2	GLYATL2
MS4A15	MS4A15
Special_Power_Excursion_Reactor_Test_Program	SPERT
FAM171A1	FAM171A1
FAM26D	FAM26D
FAM162B	FAM162B
TDRD6	TDRD6
VWDE	VWDE
GPR111	GPR111
TSPO2	TSPO2
LHFPL5	LHFPL5
MS4A6E	MS4A6E
HEPACAM2	HEPACAM2
ANKRD18A	ANKRD18A
ANGPTL5	ANGPTL5
METTL20	METTL20
TTLL10	TTLL10
FAM26E	FAM26E
BPIFC	BPIFC
ZDHHC24	ZDHHC24
NUDT8	NUDT8
C19orf26	C19orf26
C4orf22	C4orf22
COL24A1	COL24A1
TCTEX1D2	TCTEX1D2
GK5	GK5
GLIPR1L1	GLIPR1L1
SUN3	SUN3
TINCR	TINCR
C9orf43	C9orf43
DSCR9	DSCR9
Neuronal_PAS_domain_protein_4	NPAS4
WFDC10B	WFDC10B
FUOM	FUOM
P4HA3	P4HA3
OLFML1	OLFML1
C14orf177	C14orf177
HMGN2P46	HMGN2P46
HERC2P3	HERC2P3
VMO1	VMO1
CDRT4	CDRT4
PIGW	PIGW
C17orf78	C17orf78
PPP1R37	PPP1R37
Zfp82_zinc_finger_protein	ZFP82
LINC00663	LINC00663
OR2L13	OR2L13
TTC28-AS1	TTC28-AS1
FAM126B	FAM126B
STPG2	STPG2
ZNF454	ZNF454
TREML4	TREML4
LSMEM1	LSMEM1
FAM78A	FAM78A
TMSB15B	TMSB15B
VN1R5	VN1R5
PKD1P1	PKD1P1
ASB16-AS1	ASB16-AS1
ARL16	ARL16
CPLX4	CPLX4
KLHL17	KLHL17
TFAP2E	TFAP2E
LINC00299	LINC00299
C2orf74	C2orf74
C3orf35	C3orf35
UNCX	UNCX
NRBP2	NRBP2
RGAG4	RGAG4
TCEAL5	TCEAL5
ZCCHC16	ZCCHC16
DCDC1	DCDC1
C11orf53	C11orf53
OR10A2	OR10A2
H1FNT	H1FNT
COX8C	COX8C
ZNF774	ZNF774
KRT27	KRT27
STAC2	STAC2
NCCRP1	NCCRP1
RFPL4A	RFPL4A
TMPRSS7	TMPRSS7
Open_Student_Television_Network	OSTN
MTX3	MTX3
PWAR4	PWAR4
RBPMS2	RBPMS2
CLEC18A	CLEC18A
CCL15-CCL14	CCL15-CCL14
CCDC37	CCDC37
GPR142	GPR142
HCG26	HCG26
LCE3E	LCE3E
KRT26	KRT26
ANKRD37	ANKRD37
SPATA12	SPATA12
GPR141	GPR141
LILRA5	LILRA5
FAM101B	FAM101B
USP50	USP50
HILS1	HILS1
HSD11B1L	HSD11B1L
YJEFN3	YJEFN3
C19orf68	C19orf68
MROH7	MROH7
FAM228B	FAM228B
RBM43	RBM43
C3orf62	C3orf62
C9orf50	C9orf50
ZC3H6	ZC3H6
CatSper4	CATSPER4
RNF148	RNF148
RBMY1D	RBMY1D
RBMY1E	RBMY1E
KRTAP10-4	KRTAP10-4
KRTAP10-1	KRTAP10-1
KRTAP10-5	KRTAP10-5
SLC6A10P	SLC6A10P
ILDR2	ILDR2
SKIDA1	SKIDA1
CC2D2B	CC2D2B
TEX36	TEX36
CLEC2A	CLEC2A
SHISA2	SHISA2
SERP2	SERP2
C16orf87	C16orf87
ZNF324B	ZNF324B
SMIM1	SMIM1
CD164L2	CD164L2
FMO6P	FMO6P
C1orf53	C1orf53
SNHG17	SNHG17
FAM209B	FAM209B
PLEKHM3	PLEKHM3
FAM212A	FAM212A
GTF2IRD2B	GTF2IRD2B
FEZF1	FEZF1
FAM180A	FAM180A
IER5L	IER5L
ZCCHC13	ZCCHC13
SULT6B1	SULT6B1
FAM102A	FAM102A
GATA3-AS1	GATA3-AS1
METTL10	METTL10
MIR100HG	MIR100HG
FENDRR	FENDRR
SIGLEC16	SIGLEC16
NBPF9	NBPF9
LINC01122	LINC01122
HAGLR	HAGLR
SYT14P1	SYT14P1
VWC2L	VWC2L
KPNA7	KPNA7
IFITM10	IFITM10
HOXB-AS3	HOXB-AS3
MIR135A2	MIR135A2
MIR95	MIR95
IQSEC3	IQSEC3
LOC440434	LOC440434
LRRC24	LRRC24
NRARP	NRARP
RPS26P11	RPS26P11
OR10C1	OR10C1
PTCHD4	PTCHD4
LMOD2	LMOD2
MIR324	MIR324
MIR325	MIR325
TRIM6-TRIM34	TRIM6-TRIM34
FRG2	FRG2
RBMXL1	RBMXL1
MIR379	MIR379
MIR382	MIR382
TYMSOS	TYMSOS
BDNF-AS	BDNF-AS
CXorf40B	CXorf40B
DNAJC25-GNG10	DNAJC25-GNG10
MIR450A1	MIR450A1
MIR329-2	MIR329-2
MIR376B	MIR376B
MIR488	MIR488
MIR489	MIR489
MIR511	MIR511
MIR512-1	MIR512-1
MIR510	MIR510
UGT2A2	UGT2A2
KLKP1	KLKP1
CTXN3	CTXN3
MIR484	MIR484
MIR487A	MIR487A
SNORA7A	SNORA7A
ZNF674	ZNF674
RAD21L1	RAD21L1
SDHAF1	SDHAF1
FAM138A	FAM138A
HHIP-AS1	HHIP-AS1
ZAR1L	ZAR1L
FAM227A	FAM227A
IQCJ	IQCJ
HSP90AB4P	HSP90AB4P
MIR590	MIR590
List_of_varieties_of_genetically_modified_maize	MIR604
MIR633	MIR633
MIR655	MIR655
BHLHA9	BHLHA9
GOLGA8O	GOLGA8O
LOC728392	LOC728392
DCDC2C	DCDC2C
SLC35E2B	SLC35E2B
NBPF8	NBPF8
ZNF736	ZNF736
CCDC61	CCDC61
GAGE2A	GAGE2A
TMEM242	TMEM242
PRCD	PRCD
MIR671	MIR671
LOC100093631	LOC100093631
ZSCAN30	ZSCAN30
MIR374B	MIR374B
MIR885	MIR885
MIR509-3	MIR509-3
TRAPPC3L	TRAPPC3L
CTAGE4	CTAGE4
Oligosaccaryltransferase	OST4
ZBTB42	ZBTB42
ZNF737	ZNF737
LRRC70	LRRC70
PSORS1C3	PSORS1C3
CD300LD	CD300LD
ZNF717	ZNF717
GOLGA8F	GOLGA8F
Kir2.6	KCNJ18
AIRN	AIRN
GNG12-AS1	GNG12-AS1
MIR1468	MIR1468
MIR1915	MIR1915
MIR1287	MIR1287
MIR1228	MIR1228
MIR1908	MIR1908
FTX_(gene)	FTX
MIR3154	MIR3154
MIR3200	MIR3200
MIR3151	MIR3151
MIR2355	MIR2355
LOC100506023	LOC100506023
KRBOX1	KRBOX1
LOC100507053	LOC100507053
CCAT1	CCAT1
SEPT5-GP1BB	SEPT5-GP1BB
FPGT-TNNI3K	FPGT-TNNI3K
ARMCX5-GPRASP2	ARMCX5-GPRASP2
ZNF559-ZNF177	ZNF559-ZNF177
FAM47E-STBD1	FAM47E-STBD1
PYURF	PYURF
GPR1-AS	GPR1-AS
STAG3L5P-PVRIG2P-PILRB	STAG3L5P-PVRIG2P-PILRB
DISC1FP1	DISC1FP1
NBEAP1	NBEAP1
CCIN	CCIN
CRYBB2P1	CRYBB2P1
CYP2B7P	CYP2B7P
ELK2AP	ELK2AP
GPR21	GPR21
GPR25	GPR25
GPR31	GPR31
GSC2	GSC2
HOXC12	HOXC12
KCNF1	KCNF1
NKG7	NKG7
NPAS1	NPAS1
PMS2P3	PMS2P3
PPEF2	PPEF2
REG1P	REG1P
SNORA62	SNORA62
SAA3P	SAA3P
Sarcalumenin	SRL
TCTE3	TCTE3
ZNF214	ZNF214
OR1A1	OR1A1
OR1D5	OR1D5
ADAM21	ADAM21
ADAM20	ADAM20
VPS9D1	VPS9D1
GUCA1C	GUCA1C
ZNF432	ZNF432
WSCD2	WSCD2
ZNF623	ZNF623
Mucin	MUC12
KCNK7	KCNK7
SLC17A2	SLC17A2
SYCP2	SYCP2
MYCNOS	MYCNOS
ZNF211	ZNF211
SLMO1	SLMO1
OR5I1	OR5I1
FAXDC2	FAXDC2
ZNF507	ZNF507
CYP2G1P	CYP2G1P
IGSF9B	IGSF9B
PLEKHM2	PLEKHM2
KIAA1024	KIAA1024
KIAA0895	KIAA0895
KCNH4	KCNH4
TTC9	TTC9
ZIM2	ZIM2
TMEM59L	TMEM59L
SNED1	SNED1
PTPN20B	PTPN20B
LRIT1	LRIT1
OR2B6	OR2B6
LCE2B	LCE2B
OR2M4	OR2M4
OR8B8	OR8B8
OR10G3	OR10G3
OR10H2	OR10H2
OR4D1	OR4D1
SNORA74A	SNORA74A
SMR3A	SMR3A
INGX	INGX
DISC2	DISC2
GPR82	GPR82
POM121L8P	POM121L8P
C2orf27A	C2orf27A
FAM216A	FAM216A
ST8SIA5	ST8SIA5
GPR171	GPR171
ZNF354C	ZNF354C
UBQLN3	UBQLN3
SLC45A1	SLC45A1
PLEKHA8P1	PLEKHA8P1
C3orf18	C3orf18
RAPGEFL1	RAPGEFL1
LUZP4	LUZP4
DRICH1	DRICH1
TMEM69	TMEM69
FAM178B	FAM178B
RASL12	RASL12
NGRN	NGRN
HEMK1	HEMK1
VGLL1	VGLL1
VCX2	VCX2
HCG4	HCG4
SH3TC1	SH3TC1
Glucuronosyltransferase	UGT2B28
EQTN	EQTN
MANSC1	MANSC1
ZNF586	ZNF586
DEF8	DEF8
FAM83E	FAM83E
LPPR1	LPPR1
FAM206A	FAM206A
EBLN2	EBLN2
XKR8	XKR8
FAM86C1	FAM86C1
KLHDC8A	KLHDC8A
VRTN	VRTN
SLC38A7	SLC38A7
TMEM19	TMEM19
TMEM40	TMEM40
Solute_carrier_family_22_member_15	SLC22A15
GPALPP1	GPALPP1
CAMK2N1	CAMK2N1
KCNQ1DN	KCNQ1DN
GOLGA2P5	GOLGA2P5
CCDC94	CCDC94
CFAP44	CFAP44
FAM45B	FAM45B
KIZ_(gene)	KIZ
SERTAD4	SERTAD4
VTRNA1-2	VTRNA1-2
VTRNA1-1	VTRNA1-1
NDUFA4L2	NDUFA4L2
CEACAM19	CEACAM19
ANKRD50	ANKRD50
TP73-AS1	TP73-AS1
LRTM1	LRTM1
C3orf14	C3orf14
KIAA1161	KIAA1161
PLEKHH1	PLEKHH1
KIAA1211	KIAA1211
CRAMP1L	CRAMP1L
ISLR2	ISLR2
PLEKHA4	PLEKHA4
ZBTB26	ZBTB26
FAM160B1	FAM160B1
KIAA1614	KIAA1614
LINC00474	LINC00474
ENPP5	ENPP5
PRDM12	PRDM12
PRDM13	PRDM13
GPBP1L1	GPBP1L1
NSUN3	NSUN3
GPATCH3	GPATCH3
DMRTC1	DMRTC1
POPDC2	POPDC2
Rádio_e_Televisão_de_Portugal	RTP4
OSGEPL1	OSGEPL1
C5orf28	C5orf28
MOSPD3	MOSPD3
LRRC19	LRRC19
STAG3L4	STAG3L4
PRAMEF1	PRAMEF1
ZFP69B	ZFP69B
PRRG3	PRRG3
LBHD1	LBHD1
METTL22	METTL22
DHRS11	DHRS11
OR51B4	OR51B4
GLB1L	GLB1L
PiggyBac_Transposable_Element_Derived_5	PGBD5
VCPKMT	VCPKMT
LINC00341	LINC00341
ZC2HC1C	ZC2HC1C
C11orf80	C11orf80
CLIP4	CLIP4
ECHDC3	ECHDC3
ADGB_(gene)	ADGB
DHRS12	DHRS12
LRRC31	LRRC31
CFAP69	CFAP69
ZNF669	ZNF669
PLEKHS1	PLEKHS1
DNAJC22	DNAJC22
TRMT2B	TRMT2B
FRMD1	FRMD1
AGPAT4-IT1	AGPAT4-IT1
ANKRD53	ANKRD53
GPR157	GPR157
LINC00574	LINC00574
CWH43	CWH43
C16orf59	C16orf59
SP6_(gene)	SP6
SEL1L2	SEL1L2
KHDC1	KHDC1
KRTAP1-3	KRTAP1-3
KRTAP1-1	KRTAP1-1
ZNF611	ZNF611
TFAP2D	TFAP2D
TTLL2	TTLL2
KRTAP3-2	KRTAP3-2
KRTAP9-3	KRTAP9-3
KRTAP17-1	KRTAP17-1
PLEKHN1	PLEKHN1
MFSD7	MFSD7
ZNF541	ZNF541
POLR3GL	POLR3GL
ZNF414	ZNF414
SPIRE2	SPIRE2
CNFN	CNFN
LINC01547	LINC01547
SNORD35B	SNORD35B
KRBA1	KRBA1
ZNF347	ZNF347
INSM2	INSM2
FAM71F1	FAM71F1
FAM167B	FAM167B
FAM220A	FAM220A
SFT2D3	SFT2D3
Coiled-Coil_Domain_Containing_142	CCDC142
ZNF514	ZNF514
TMEM60	TMEM60
KRTAP3-3	KRTAP3-3
KIAA1755	KIAA1755
RPPH1	RPPH1
GGACT	GGACT
TMEM116	TMEM116
FAM181A	FAM181A
ZNF30	ZNF30
C9orf69	C9orf69
ZSWIM1	ZSWIM1
CEACAM21	CEACAM21
EFCAB12	EFCAB12
DCAF15	DCAF15
ZNF799	ZNF799
ZNF625	ZNF625
ZNF439	ZNF439
CCDC34	CCDC34
TIGD7	TIGD7
DEPDC7	DEPDC7
TDRD12	TDRD12
NXPE3	NXPE3
EXOC3L4	EXOC3L4
CALML4	CALML4
TTC30A	TTC30A
TMEM88	TMEM88
LMBRD2	LMBRD2
GLYATL1	GLYATL1
MEX3A	MEX3A
DRC1	DRC1
B3GNT7	B3GNT7
ZNF561	ZNF561
EGFEM1P	EGFEM1P
LENG9	LENG9
BMS1P20	BMS1P20
ADPRHL1	ADPRHL1
MFSD3	MFSD3
KLHDC7B	KLHDC7B
FAM83F	FAM83F
LINC00310	LINC00310
CCDC85A	CCDC85A
C1QTNF4	C1QTNF4
SMIM19	SMIM19
TSGA13	TSGA13
NT5C3B	NT5C3B
MOGAT1	MOGAT1
RBP7	RBP7
MRGPRX4	MRGPRX4
CEFIP	C10orf71
MSS51	MSS51
AGAP4	AGAP4
NUDT9P1	NUDT9P1
OR8I2	OR8I2
OR10P1	OR10P1
TEX29	TEX29
SLAIN1	SLAIN1
PRR20A	PRR20A
SPACA7	SPACA7
C14orf28	C14orf28
TPPP2	TPPP2
RNASE8	RNASE8
NAA30	NAA30
FSD2	FSD2
Putative_sodium-coupled_neutral_amino_acid_transporter_10	SLC38A10
SGK494	SGK494
CYB5D2	CYB5D2
SPNS2	SPNS2
KRT222	KRT222
ZSWIM7	ZSWIM7
TTC39C	TTC39C
ZNF543	ZNF543
ZNF441	ZNF441
RINL	RINL
TCHHL1	TCHHL1
Repetin	RPTN
TDRD10	TDRD10
IFFO2	IFFO2
ZNF684	ZNF684
WDR64	WDR64
TATDN3	TATDN3
BPIFA3	BPIFA3
C22orf39	C22orf39
FAM168B	FAM168B
CIB4	CIB4
RFTN2	RFTN2
C2orf76	C2orf76
SPATA3	SPATA3
LYPD6B	LYPD6B
TMEM178A	TMEM178A
FBXO36	FBXO36
FAM43A	FAM43A
TMEM155	TMEM155
PDCL2	PDCL2
SOWAHA	SOWAHA
C6orf141	C6orf141
OR2F2	OR2F2
SSMEM1	SSMEM1
LRGUK	LRGUK
LYPD2	LYPD2
LETM2	LETM2
RNF183	RNF183
C9orf135	C9orf135
PTPDC1	PTPDC1
OR13C4	OR13C4
SPANXN3	SPANXN3
PIH1D3	PIH1D3
HDX_(gene)	HDX
GPR112	GPR112
FOXR2	FOXR2
RBMXL3	RBMXL3
RNF113B	RNF113B
SAMD10	SAMD10
TMEM37	TMEM37
LINC00261	LINC00261
WFDC10A	WFDC10A
WFDC6	WFDC6
ASB14	ASB14
FAM101A	FAM101A
LINC00477	LINC00477
LYRM5	LYRM5
TMEM120B	TMEM120B
FAM216B	FAM216B
FAM161B	FAM161B
FAM81A	FAM81A
CMTM4	CMTM4
PRSS36	PRSS36
ENTHD2	ENTHD2
TCAM1P	TCAM1P
ZNF578	ZNF578
C19orf18	C19orf18
ZNF548	ZNF548
LYPD4	LYPD4
ZNF560	ZNF560
ZNF524	ZNF524
ZNF784	ZNF784
ZNF565	ZNF565
ZNF558	ZNF558
C1orf74	C1orf74
UBE2U	UBE2U
GCSAML	GCSAML
C1orf64	C1orf64
SHLD1	C20orf196
Indonesian_Institute_of_Sciences	LIPI
LCA5L	LCA5L
LINC00479	LINC00479
CCT8L2	CCT8L2
XKR3	XKR3
ZDHHC8P1	ZDHHC8P1
LINC01104	LINC01104
OTOS	OTOS
ANKAR	ANKAR
TCF23	TCF23
GAREML	GAREML
CCDC140	CCDC140
WDR49	WDR49
CMC1	CMC1
Solute_carrier_family_38_member_9	SLC38A9
SPINK13	SPINK13
CREBRF	CREBRF
FAM81B	FAM81B
CCDC112	CCDC112
C7orf66	C7orf66
LINC00599	LINC00599
SLC7A13	SLC7A13
TDH_(gene)	TDH
TMEM74	TMEM74
OR1Q1	OR1Q1
PATE1	PATE1
C12orf50	C12orf50
CCDC122	CCDC122
FAM71D	FAM71D
TMEM229B	TMEM229B
ANKFN1	ANKFN1
KRT28	KRT28
TCEB3C	TCEB3C
ZNF497	ZNF497
ZNF296	ZNF296
OR7D2	OR7D2
ZNF791	ZNF791
ZNF564	ZNF564
SYNE4	SYNE4
ZNF676	ZNF676
CALML6	CALML6
FAM43B	FAM43B
CCDC185	CCDC185
WFDC13	WFDC13
CLEC4F	CLEC4F
CHST13	CHST13
KBTBD12	KBTBD12
TRIM60	TRIM60
NIM1K	NIM1K
CNBD1	CNBD1
SNX31	SNX31
TMEM64	TMEM64
FAM47B	FAM47B
CXorf22	CXorf22
C10orf91	C10orf91
ZNF525	ZNF525
ZNF721	ZNF721
FAM9C	FAM9C
HIGD2A	HIGD2A
EMX2OS	EMX2OS
RMST_(gene)	RMST
FAM24B	FAM24B
GRAMD2	GRAMD2
ZNF585A	ZNF585A
ZNF626	ZNF626
LCE4A	LCE4A
C1orf168	C1orf168
C1orf100	C1orf100
VWA3B	VWA3B
TIGD4	TIGD4
TMEM154	TMEM154
TAPT1-AS1	TAPT1-AS1
TCTE1	TCTE1
PRSS55	PRSS55
CT83	CT83
ZCCHC5	ZCCHC5
PAGE2	PAGE2
AMER3	AMER3
SAMD9L	SAMD9L
PLAC9	PLAC9
GSX1	GSX1
SMTNL1	SMTNL1
OR4D6	OR4D6
CCDC83	CCDC83
CCDC89	CCDC89
C10orf25	C10orf25
ZSCAN25	ZSCAN25
HOXA11-AS	HOXA11-AS
PPP1R35	PPP1R35
FAM185A	FAM185A
UNC5CL	UNC5CL
ZSCAN23	ZSCAN23
FAM217A	FAM217A
FERD3L	FERD3L
NYAP1	NYAP1
CCDC129	CCDC129
DEFB123	DEFB123
DEFB128	DEFB128
ZNF396	ZNF396
EIF4E1B	EIF4E1B
ZNF620	ZNF620
SFTA3	SFTA3
MEIOB	MEIOB
LCE5A	LCE5A
CSNK1G2-AS1	CSNK1G2-AS1
TXNDC8	TXNDC8
MYADML2	MYADML2
ZNF718	ZNF718
RASGEF1C	RASGEF1C
CNEP1R1	CNEP1R1
ADAM5	ADAM5
ZNF549	ZNF549
NAPSB	NAPSB
LINC00521	LINC00521
C1orf101	C1orf101
CCDC96	CCDC96
C2orf72	C2orf72
ANKS4B	ANKS4B
LY6G6F	LY6G6F
SSX6	SSX6
OR51B5	OR51B5
C10orf53	C10orf53
FOXR1	FOXR1
KLHL35	KLHL35
KCTD21	KCTD21
OR10A4	OR10A4
LINC01559	LINC01559
MYO1H	MYO1H
EXOC3L1	EXOC3L1
KRT18P55	KRT18P55
CISD3	CISD3
ZNF780A	ZNF780A
ZNF283	ZNF283
TMEM150B	TMEM150B
SMIM24	SMIM24
MIR7-3HG	MIR7-3HG
ZNF493	ZNF493
RIIAD1	RIIAD1
THEM5	THEM5
SLC25A34	SLC25A34
C20orf197	C20orf197
SIRPB2	SIRPB2
FRG1B	FRG1B
C20orf203	C20orf203
PLGLA	PLGLA
SLC9C1	SLC9C1
ZNF852	ZNF852
TPRG1	TPRG1
F11-AS1	F11-AS1
CRIPAK	CRIPAK
LINC01098	LINC01098
FAM200B	FAM200B
FAM153A	FAM153A
ARL10	ARL10
LOC285626	LOC285626
LINC00491	LINC00491
PPIL6	PPIL6
LY86-AS1	LY86-AS1
HLA-F-AS1	HLA-F-AS1
LINC00174	LINC00174
C7orf71	C7orf71
ZNF789	ZNF789
TRIQK	TRIQK
C9orf142	C9orf142
TUSC5	TUSC5
VN1R2	VN1R2
C14orf39	C14orf39
HIST2H2BA	HIST2H2BA
CHSY3	CHSY3
KRTAP11-1	KRTAP11-1
NLRP9	NLRP9
TMEM119	TMEM119
RNASE10	RNASE10
C17orf51	C17orf51
FLG-AS1	FLG-AS1
LINC01140	LINC01140
KY_(gene)	KY
H1FX-AS1	H1FX-AS1
CCDC158	CCDC158
HMX3	HMX3
SYT10	SYT10
ANKRD33	ANKRD33
OR6C4	OR6C4
TMC3	TMC3
ZNF677	ZNF677
SH3RF3	SH3RF3
ZNF860	ZNF860
CD200R1L	CD200R1L
LRIT3	LRIT3
FBLL1	FBLL1
OR2A12	OR2A12
SLC10A5	SLC10A5
IGFBPL1	IGFBPL1
RAB41	RAB41
PWARSN	PWARSN
Extra-low_voltage	SELV
FTCDNL1	FTCDNL1
TPRXL	TPRXL
FOXD4L4	FOXD4L4
GATS_(gene)	GATS
C6orf58	C6orf58
RILPL1	RILPL1
LCE1C	LCE1C
LCE2A	LCE2A
Zinc-activated_ion_channel	ZACN
KRTAP12-2	KRTAP12-2
KRTAP12-1	KRTAP12-1
TMPRSS9	TMPRSS9
ASPG	ASPG
TEX9	TEX9
GOLGA6L5P	GOLGA6L5P
SPEM1	SPEM1
EFCAB5	EFCAB5
LRRC37A3	LRRC37A3
ZNF829	ZNF829
IGFL1	IGFL1
ZNF773	ZNF773
C5orf34	C5orf34
GUSBP4	GUSBP4
NAT16	NAT16
SWI/SNF	SWI5
CYSRT1	CYSRT1
LRRC10	LRRC10
ENTPD8	ENTPD8
COL18A1-AS1	COL18A1-AS1
RBMY1J	RBMY1J
KRTAP10-6	KRTAP10-6
KRTAP10-3	KRTAP10-3
TPTEP1	TPTEP1
SLC22A25	SLC22A25
FIBIN	FIBIN
SLC22A10	SLC22A10
CLEC12B	CLEC12B
C1QTNF9B	C1QTNF9B
C15orf52	C15orf52
SBK1	SBK1
CLEC17A	CLEC17A
ZNF790	ZNF790
CEACAM16	CEACAM16
IGFL3	IGFL3
ZNF808	ZNF808
ZNF749	ZNF749
FAM132A	FAM132A
LYSMD1	LYSMD1
KRTAP26-1	KRTAP26-1
LRRC75B	LRRC75B
SP5_(gene)	SP5
GLYATL3	GLYATL3
MROH5	MROH5
C9orf171	C9orf171
USP27X	USP27X
C1QL3	C1QL3
OR51I1	OR51I1
OR51I2	OR51I2
OR52D1	OR52D1
GPR152	GPR152
